Date,Open,High,Low,Close,Volume (BTC),Volume (Currency),Weighted Price
12/1/2016,742.06,754.98,740.18,751.54,6124.501859,4590130.149,749.4699575
11/30/2016,730.72,744.49,727,742.06,6249.618523,4608044.88,737.3321848
11/29/2016,730.99,733.29,721,730.76,5406.900353,3944721.684,729.5717372
11/28/2016,727.32,732.44,724.1,729.54,4741.115192,3457223.004,729.2003808
11/27/2016,729.91,732,722.44,727.32,3447.869476,2508288.048,727.4892702
11/26/2016,736.96,737.56,722.3,729.91,2314.576621,1685262.297,728.1082341
11/25/2016,735.63,737.07,728,737.07,3356.089031,2459029.198,732.7067832
11/24/2016,740.18,741.15,729,735.63,4039.815354,2967466.386,734.5549552
11/23/2016,749.13,749.98,729.92,740.18,4462.778715,3298351.609,739.0802501
11/22/2016,736.92,750,730.27,749.22,5034.704085,3735123.752,741.8755282
11/21/2016,727.09,739.2,727.03,736.76,4017.577625,2948982.133,734.0199515
11/20/2016,750.09,753.82,714,727.09,5525.959611,4046316.482,732.2377952
11/19/2016,748.98,755.07,742.63,750.75,1965.436523,1470296.812,748.0764682
11/18/2016,736,752.95,731.31,748.98,4271.041463,3180459.441,744.6566531
11/17/2016,739.71,749.98,732.22,735.24,6681.431515,4971520.495,744.0801396
11/16/2016,711.07,742.87,708.44,739.71,11585.04542,8443845.515,728.8573511
11/15/2016,704.98,716.54,703.05,711.06,5668.939949,4030616.401,711.0000172
11/14/2016,700.38,705.89,697.14,703.82,7566.58051,5302237.186,700.7441709
11/13/2016,701.17,702.89,683.23,700.38,6023.549022,4174451.236,693.0218747
11/12/2016,716.39,716.39,701,702.28,2811.55107,1988237.321,707.1674216
11/11/2016,714.48,720.94,712.24,716.39,3328.330762,2382869.96,715.9354434
11/10/2016,721.5,722,707,714.47,4996.452564,3570538.744,714.6147588
11/9/2016,708.17,740.86,705.45,721.5,9726.251234,7081641.534,728.0956829
11/8/2016,702.86,712.92,701.02,709.31,5526.474593,3905868.363,706.7558707
11/7/2016,709.92,709.92,698.26,702.86,3020.872403,2123754.479,703.026873
11/6/2016,703.33,714.36,697.92,709.93,2292.863523,1620784.561,706.8822652
11/5/2016,702.95,707.34,694.71,703.46,1918.311511,1346262.965,701.7958018
11/4/2016,684.84,707.67,681,702.7,5345.679215,3725359.648,696.8917323
11/3/2016,742,745.19,670.32,685.22,12102.24273,8620853.875,712.3352313
11/2/2016,726.6,742,717.32,742,4320.531719,3133467.191,725.2503614
11/1/2016,697.04,737,695.38,726.6,6570.018854,4746887.118,722.5073814
10/31/2016,697.1,706.97,683.6,697.01,4655.892512,3246833.127,697.3599839
10/30/2016,711.1,711.78,691.49,697.23,3752.525372,2630802.802,701.0752869
10/29/2016,685.91,717.99,684.89,711.13,4034.884008,2839203.571,703.6642355
10/28/2016,684.68,687.23,677.05,685.91,3574.075468,2446577.64,684.5344094
10/27/2016,674.63,685.89,665.59,684.71,4545.436208,3090089.929,679.822527
10/26/2016,651.97,677,651.69,675.11,6716.231463,4466380.411,665.0128774
10/25/2016,649.03,657.58,643,651.97,6106.916179,3982507.667,652.1307236
10/24/2016,648.71,652.25,640,648.6,4679.001414,3027622.026,647.0658497
10/23/2016,654.52,656,647.51,648.74,2535.010193,1651700.192,651.5556415
10/22/2016,628.99,656,628.57,654.52,4351.619478,2812594.617,646.3328494
10/21/2016,628.05,632.36,627.5,629,3050.509329,1919969.054,629.3929461
10/20/2016,627.84,630.22,625,628.89,2040.009875,1280448.677,627.6678821
10/19/2016,635.95,638.04,624.13,627.98,4472.899984,2824080.052,631.3756316
10/18/2016,636.96,637.8,631.52,635.95,2731.17635,1735476.558,635.4318929
10/17/2016,638.97,639.99,632.1,636.91,3958.036534,2516207.279,635.7210847
10/16/2016,635.26,641.4,635.18,638.97,1289.537246,823539.5479,638.6318429
10/15/2016,638.2,642,635.25,635.96,1421.853611,908251.5429,638.7799251
10/14/2016,635.16,639.99,630.45,638.2,3154.82335,2003219.142,634.9703042
10/13/2016,634.5,636,630,634.02,2381.50068,1510988.669,634.4691319
10/12/2016,638.3,640,628.76,634.5,2658.527768,1690227.114,635.7756103
10/11/2016,616.37,639,614.56,639,8087.319337,5100218.348,630.6438679
10/10/2016,612.12,616.47,612.12,616,2295.523028,1410892.887,614.6280695
10/9/2016,614.34,614.98,610,613.06,1174.261139,719904.6568,613.070324
10/8/2016,614.88,616.99,612.5,614.34,888.6600211,546015.4103,614.4255366
10/7/2016,610.25,616.34,607.52,614.88,4033.821854,2468265.954,611.8926525
10/6/2016,608.01,610.5,607.09,610.25,2039.820357,1242954.859,609.3452566
10/5/2016,607.19,612,605.76,608.49,2410.926114,1469331.478,609.4469132
10/4/2016,612.84,612.84,604.99,607.19,2955.423838,1795599.847,607.5608593
10/3/2016,608.6,612.98,606.6,611.16,2245.892347,1370270.015,610.1227503
10/2/2016,612.98,613,605,608.6,1407.059293,856141.6519,608.4616736
10/1/2016,608.23,614.28,608.23,612.98,1458.843745,892033.6636,611.4662154
9/30/2016,605.59,608.39,603.15,608.23,2633.444893,1593409.041,605.0664075
9/29/2016,603.93,605.99,601,605.6,2718.019193,1641055.437,603.7688922
9/28/2016,605.07,605.3,601.41,603.95,2202.749628,1329117.198,603.3900454
9/27/2016,606.7,608.37,600.02,604.26,3055.81637,1846161.505,604.1467422
9/26/2016,598.95,607.27,596.1,606.47,4056.393716,2444753.794,602.691446
9/25/2016,600.05,601.99,596,598.98,1086.835799,650928.9147,598.9211209
9/24/2016,600.47,603.59,597.76,599.33,1140.233038,685185.0829,600.9167075
9/23/2016,595.42,602.9,593,601.42,4007.882759,2394294.732,597.3964001
9/22/2016,595.46,596.42,592.5,595.41,2421.454826,1440643.025,594.9493709
9/21/2016,600.85,601.01,592.1,595.46,3671.191913,2184063.913,594.9195698
9/20/2016,608.73,608.88,600.94,600.94,2680.447606,1625919.568,606.5850958
9/19/2016,608,609.5,603,608.72,2476.590397,1504205.844,607.3696505
9/18/2016,602.93,609.06,601.97,608,1307.055113,792167.9935,606.0708425
9/17/2016,607.04,607.59,601.1,604.1,1117.487077,674972.5845,604.0092979
9/16/2016,606.65,608.99,603.5,605.69,2612.880076,1585218.431,606.6939105
9/15/2016,608.5,608.99,602.3,606.71,3085.666948,1870525.591,606.1981486
9/14/2016,607.45,610.69,605.98,608.5,2895.460452,1761472.096,608.3564688
9/13/2016,606.4,609.61,603.28,607.46,3471.527175,2106487.11,606.789751
9/12/2016,604.08,609.15,602,608.04,3512.282371,2126936.02,605.5709069
9/11/2016,621.65,628.99,594.63,606.32,5336.951572,3240280.334,607.1406665
9/10/2016,622.01,625,618.67,621.65,1527.837535,950617.0597,622.1977389
9/9/2016,625.67,627.49,612.93,622.01,3274.075651,2031926.21,620.6106475
9/8/2016,614.44,628.98,611.66,625.67,4354.952516,2710494.376,622.3935544
9/7/2016,608.93,615.92,604.7,615.16,4502.710727,2749975.139,610.737688
9/6/2016,604.98,609.74,601,608.16,4038.337546,2447636.438,606.1000128
9/5/2016,605.72,607.31,592.46,603.48,3838.175588,2307087.137,601.0895241
9/4/2016,596.25,609.05,590.88,603.72,3951.198791,2374456.189,600.9457672
9/3/2016,572,598.64,569.01,595.01,4645.77734,2709470.377,583.2114151
9/2/2016,571.05,574.2,567.03,572,2996.654675,1711339.746,571.0834018
9/1/2016,570.75,572.86,566.86,571.05,2833.21049,1614962.023,570.0113101
8/31/2016,575.88,576.49,568.4,570.75,3917.825207,2238453.983,571.3511617
8/30/2016,570.74,576.5,568.55,575.91,4439.354205,2549324.677,574.2557496
8/29/2016,573.2,575,568.6,571.5,2333.008917,1337424.145,573.26148
8/28/2016,567.51,573.34,566.8,573.2,1034.0767,589949.3149,570.5082758
8/27/2016,577.92,579.09,564.81,568.31,2702.580362,1540115.458,569.8685151
8/26/2016,575.75,582.46,574.1,578.78,3300.297743,1906954.635,577.8129076
8/25/2016,577.65,578.75,571.16,575.71,4231.40701,2432466.899,574.8600626
8/24/2016,580.27,582.1,575.4,577.58,2991.014608,1731521.177,578.9076298
8/23/2016,582.78,584.99,576,580.23,4182.045899,2429199.908,580.8639997
8/22/2016,577.55,585.95,572.5,582.78,5086.062566,2950211.774,580.0580971
8/21/2016,577.7,583.99,576.01,577.55,1139.762243,659564.9555,578.6864407
8/20/2016,572.98,581.02,568.52,577.88,2431.786844,1399905.469,575.6694803
8/19/2016,571.51,574.86,552.3,572.91,4652.005215,2653115.881,570.3166181
8/18/2016,570.91,575.87,568.79,571.49,3967.284125,2271526.865,572.564705
8/17/2016,574.95,577.86,566.02,570.91,4108.597651,2348397.528,571.5812858
8/16/2016,564.2,579.8,563,574.99,4837.188719,2766616.06,571.9470999
8/15/2016,568.76,573.69,554.9,565.55,4633.745585,2618493.486,565.0921999
8/14/2016,583.54,583.92,556.24,568.76,4812.888627,2748170.074,571.0022166
8/13/2016,585.34,589.98,581.71,583.52,962.3022989,563625.0803,585.704805
8/12/2016,585.25,591.19,580.47,585.91,2177.378644,1276363.863,586.1928821
8/11/2016,590.46,597.78,585.22,585.22,2543.684011,1504308.956,591.3898698
8/10/2016,582.71,603,580.01,590.27,5217.759056,3093831.604,592.9425968
8/9/2016,591.85,591.85,579.43,582.75,3174.705988,1856560.616,584.7976546
8/8/2016,592.47,594,583.58,591.88,3181.852509,1876919.922,589.8827546
8/7/2016,589.47,598.82,582.12,592.47,2910.309906,1720291.73,591.1025923
8/6/2016,572.98,592,562.56,589.48,6021.308789,3470953.449,576.4450174
8/5/2016,578.14,578.2,562,572.5,4811.235839,2744096.468,570.351685
8/4/2016,563.99,583.97,552,576.13,8499.836928,4849529.138,570.5437856
8/3/2016,540,572.34,521,563.42,15453.58616,8476073.711,548.485874
8/2/2016,606.84,613.03,465.28,540,22142.66734,12122476.93,547.4713928
8/1/2016,622.5,630,603.63,606.35,5512.821374,3399251.951,616.6083972
7/31/2016,654.02,654.71,614.97,623.83,4933.61939,3125805.151,633.5724149
7/30/2016,654.88,657.5,652.19,654.67,719.1598255,470912.1444,654.8087472
7/29/2016,654.84,657.48,653,654.61,1297.148166,848986.1619,654.5020715
7/28/2016,655.13,657.89,652.41,653.07,1909.236542,1249934.302,654.6775501
7/27/2016,651.22,659.98,646.31,653.48,2664.943111,1742046.057,653.689773
7/26/2016,655,656.94,645.01,651.24,3552.829074,2311378.906,650.5741925
7/25/2016,659.64,661.99,652.28,654.96,2441.94401,1600627.625,655.4726965
7/24/2016,655.52,665,651.99,661.47,1427.979903,939586.0142,657.9826594
7/23/2016,647.88,656.77,646,655.52,1284.522239,838038.5974,652.4126806
7/22/2016,663.25,666.3,645,649.95,5191.555066,3407485.36,656.351578
7/21/2016,667.01,667.1,660.1,663.99,2503.042708,1661238.412,663.6876018
7/20/2016,674.8,675,660,667.03,3418.625094,2282261.375,667.5962741
7/19/2016,673.45,675.81,666,673.48,1904.434461,1278189.69,671.1649659
7/18/2016,679.54,682.21,666.12,672.1,3012.206235,2037381.507,676.3751709
7/17/2016,662.45,684.19,661.35,679.54,3437.770125,2320473.322,674.9937425
7/16/2016,664.6,666.67,655,662.45,1682.676471,1111201.659,660.3774869
7/15/2016,660.3,670.01,658.41,664.6,3228.342643,2143543.854,663.9765635
7/14/2016,652.24,664.93,650.01,659.1,2392.434677,1576629.171,659.0061525
7/13/2016,663.52,669.97,651.03,655.06,6573.202031,4342194.792,660.5904963
7/12/2016,649.32,678,646.05,663.52,4288.076275,2839548.152,662.1962786
7/11/2016,648.77,659.6,639.31,649.32,2978.136855,1932846.2,649.0118802
7/10/2016,647.78,650.88,636.8,648.76,2313.349391,1490267.218,644.2032594
7/9/2016,663,663.99,626,647.78,6180.150425,3994710.131,646.3774918
7/8/2016,638.89,665.99,635,663,6579.385212,4252992.554,646.411848
7/7/2016,674.7,678.43,605.5,638.19,12686.97748,8058820.662,635.2041433
7/6/2016,669.09,679,662.13,674.7,3590.611128,2412784.302,671.9703738
7/5/2016,678.74,682.36,661.57,668.94,3112.727122,2092573.278,672.263644
7/4/2016,659.77,682.35,640.1,680.35,4290.132253,2870919.402,669.1913518
7/3/2016,702.48,704.99,646.29,658.27,7320.31995,4906039.383,670.1946659
7/2/2016,674.55,704.93,672.74,702.48,5506.043136,3811458.841,692.2319252
7/1/2016,666.33,684.1,659.71,674.86,6432.919621,4339245.157,674.5374437
6/30/2016,635.91,671.22,628.06,667.95,7479.789915,4895853.65,654.5442728
6/29/2016,644.33,645,621.09,634.11,9132.478186,5770127.804,631.8249752
6/28/2016,657.49,665.51,635.5,646.08,5478.35678,3544743.276,647.0449842
6/27/2016,630.16,658,618.03,657.5,8668.593114,5537101.673,638.754363
6/26/2016,658.8,662.9,608.64,630.16,5838.148975,3672917.739,629.1236751
6/25/2016,660.76,684.45,639.4,659.86,6576.671654,4375554.654,665.3144453
6/24/2016,622.59,683.88,620.82,661.71,16163.8016,10563018.79,653.4984188
6/23/2016,600.51,632.67,1.5,624.91,24334.07932,14297065.04,587.5326062
6/22/2016,665.36,677.63,588.03,601.3,16456.40878,10462967.07,635.7989285
6/21/2016,725,728.18,625,667.54,33056.28964,22257644.3,673.3255469
6/20/2016,759.12,763.99,723.4,730.85,7975.971078,5917339.462,741.8958022
6/19/2016,753.47,764.93,740.11,761.44,2617.279209,1975322.228,754.7235394
6/18/2016,745,778.85,723.02,754.83,5903.471806,4450980.856,753.9598736
6/17/2016,767.37,778.7,706.37,745.22,14687.27084,10852879.64,738.9309943
6/16/2016,695,773.07,689.8,766.62,17946.82685,13252865.15,738.4517199
6/15/2016,685.25,695.77,672.12,695,5783.923828,3958020.17,684.3140208
6/14/2016,703.81,704.5,655,685.25,10633.4405,7245670.996,681.4041979
6/13/2016,668.73,725,655.02,704.49,17280.60397,11948752.18,691.4545463
6/12/2016,610,683.02,603.21,672.13,14138.3068,9092256.255,643.0937157
6/11/2016,576.53,611,575.93,610,4000.071254,2358616.307,589.6435731
6/10/2016,576.06,580,572,578.01,3458.564923,1992463.062,576.0953189
6/9/2016,583.01,583.1,572.97,575.01,3770.718262,2173852.248,576.5087969
6/8/2016,577.48,584.25,571.86,583.03,3259.151105,1885760.652,578.6048548
